# wavelength = 0.8μm
# effective radius = 10μm
# optical thickness = 5
# sza vza phi I Q U V
 50 173  35  4.87368e-01   6.74183e-03  -1.28526e-02  -3.75279e-06
 50 173  40  4.91991e-01   4.50748e-03  -1.42517e-02  -4.38576e-06
 50 173  45  4.97662e-01   2.08860e-03  -1.49496e-02  -5.18792e-06
 50 173  50  5.00570e-01  -6.08820e-04  -1.47926e-02  -5.77269e-06
 50 173  55  5.08733e-01  -2.79385e-03  -1.48077e-02  -6.32004e-06
 50 173  59  5.18001e-01  -5.24844e-03  -1.47256e-02  -7.13537e-06
 50 173  65  5.25419e-01  -7.36120e-03  -1.36287e-02  -7.64787e-06
 50 173  70  5.34415e-01  -9.83447e-03  -1.20566e-02  -8.33189e-06
 50 173  75  5.41151e-01  -1.17480e-02  -1.05101e-02  -9.11274e-06
 50 173  80  5.47941e-01  -1.33676e-02  -8.90970e-03  -9.98892e-06
 50 173  85  5.54207e-01  -1.51207e-02  -6.45871e-03  -1.05010e-05
 50 173  90  5.57657e-01  -1.62364e-02  -3.53417e-03  -1.08729e-05
 50 173  95  5.61753e-01  -1.68838e-02  -6.91221e-04  -1.08245e-05
 50 173 100  5.67613e-01  -1.66603e-02   2.37230e-03  -1.06203e-05
 50 173 105  5.76066e-01  -1.58367e-02   5.23184e-03  -1.05606e-05
 50 173 110  5.84660e-01  -1.43767e-02   8.02339e-03  -1.02424e-05
 50 173 115  5.95720e-01  -1.28701e-02   1.02256e-02  -9.84082e-06
 50 173 119  6.04195e-01  -1.07255e-02   1.21942e-02  -9.31081e-06
 50 173 125  6.09697e-01  -8.05098e-03   1.38774e-02  -8.97898e-06
 50 173 130  6.18674e-01  -5.25491e-03   1.52557e-02  -9.03050e-06
 50 173 135  6.27341e-01  -2.53892e-03   1.58884e-02  -8.75565e-06
 50 173 140  6.37145e-01   1.91256e-04   1.62865e-02  -8.28732e-06
 50 173 145  6.48161e-01   3.42035e-03   1.62602e-02  -7.43759e-06
 50 173 150  6.49469e-01   7.05701e-03   1.49659e-02  -6.50320e-06
 50 173 155  6.48684e-01   9.89188e-03   1.39736e-02  -5.55662e-06
 50 173 160  6.51565e-01   1.25297e-02   1.17651e-02  -4.48966e-06
 50 173 165  6.53113e-01   1.38778e-02   9.17721e-03  -3.20393e-06
 50 173 170  6.62916e-01   1.45317e-02   6.14343e-03  -2.28004e-06
 50 173 175  6.64694e-01   1.58797e-02   3.20607e-03  -1.11544e-06
 50 173 180  6.83788e-01   1.89512e-02   3.12845e-04   1.10213e-07
 50 172   0  4.58545e-01   1.33350e-02   6.35102e-05   5.06972e-08
 50 172   5  4.58268e-01   1.33813e-02  -1.59100e-03  -3.96171e-07
 50 172  10  4.57810e-01   1.24756e-02  -3.64198e-03  -1.01746e-06
 50 172  14  4.58245e-01   1.18101e-02  -5.96865e-03  -1.60412e-06
 50 172  20  4.61563e-01   1.10630e-02  -7.88223e-03  -2.32503e-06
 50 172  25  4.65415e-01   9.59890e-03  -9.59549e-03  -2.92846e-06
 50 172  29  4.72314e-01   8.56724e-03  -1.10892e-02  -3.42556e-06
 50 172  35  4.77494e-01   6.73615e-03  -1.24664e-02  -3.74588e-06
 50 172  40  4.81967e-01   4.63171e-03  -1.38344e-02  -4.69044e-06
 50 172  45  4.88351e-01   2.09549e-03  -1.45517e-02  -5.61440e-06
 50 172  50  4.92104e-01  -5.41333e-04  -1.44443e-02  -6.37976e-06
 50 172  55  5.00316e-01  -2.54144e-03  -1.45537e-02  -7.19403e-06
 50 172  59  5.09246e-01  -4.84992e-03  -1.44298e-02  -8.09206e-06
 50 172  65  5.15941e-01  -6.86852e-03  -1.34097e-02  -8.63855e-06
 50 172  70  5.27145e-01  -9.23038e-03  -1.20868e-02  -9.37396e-06
 50 172  75  5.36642e-01  -1.11955e-02  -1.07403e-02  -1.01307e-05
 50 172  80  5.45652e-01  -1.30827e-02  -9.21537e-03  -1.12038e-05
 50 172  85  5.53214e-01  -1.49854e-02  -6.77102e-03  -1.16909e-05
 50 172  90  5.57565e-01  -1.62444e-02  -3.81784e-03  -1.19676e-05
 50 172  95  5.62964e-01  -1.69510e-02  -1.10422e-03  -1.20557e-05
 50 172 100  5.70840e-01  -1.67936e-02   1.86314e-03  -1.20087e-05
 50 172 105  5.80042e-01  -1.59471e-02   4.58247e-03  -1.20805e-05
 50 172 110  5.89389e-01  -1.45340e-02   7.61350e-03  -1.20358e-05
 50 172 115  6.01100e-01  -1.30284e-02   9.68082e-03  -1.16702e-05
 50 172 119  6.11647e-01  -1.10856e-02   1.17961e-02  -1.11710e-05
 50 172 125  6.24136e-01  -8.48778e-03   1.36377e-02  -1.09018e-05
 50 172 130  6.35649e-01  -5.91122e-03   1.51730e-02  -1.08515e-05
 50 172 135  6.45753e-01  -3.08587e-03   1.59190e-02  -1.04992e-05
 50 172 140  6.53133e-01  -2.03443e-04   1.63506e-02  -9.72473e-06
 50 172 145  6.63440e-01   3.07630e-03   1.63240e-02  -8.77135e-06
 50 172 150  6.65146e-01   6.68849e-03   1.51554e-02  -7.78305e-06
 50 172 155  6.67535e-01   9.57020e-03   1.42842e-02  -6.52813e-06
 50 172 160  6.71986e-01   1.23376e-02   1.20982e-02  -5.22939e-06
 50 172 165  6.71720e-01   1.38837e-02   9.32329e-03  -3.73426e-06
 50 172 170  6.86098e-01   1.46602e-02   6.29311e-03  -2.71887e-06
 50 172 175  6.92509e-01   1.61345e-02   3.29395e-03  -1.29923e-06
 50 172 180  7.10477e-01   1.90632e-02   2.94676e-04   9.88564e-08
 50 171   0  4.48787e-01   1.29547e-02   6.56762e-05   6.50722e-08
 50 171   5  4.48329e-01   1.31367e-02  -1.51005e-03  -4.77024e-07
 50 171  10  4.47131e-01   1.21657e-02  -3.48469e-03  -1.08473e-06
