# wavelength = 0.8μm
# effective radius = 10μm
# optical thickness = 5
# sza vza phi I Q U V
 50   4  25  2.40453e-01  -1.46108e-02  -1.70467e-02   4.70791e-06
 50   4  29  2.39982e-01  -1.12027e-02  -2.00142e-02   5.21766e-06
 50   4  35  2.38999e-01  -7.11818e-03  -2.14158e-02   5.91608e-06
 50   4  40  2.38168e-01  -2.78296e-03  -2.17684e-02   6.93866e-06
 50   4  45  2.37505e-01   1.43613e-03  -2.14414e-02   7.30176e-06
 50   4  50  2.36828e-01   5.00194e-03  -2.01841e-02   8.13967e-06
 50   4  55  2.35580e-01   8.22966e-03  -1.85825e-02   8.16920e-06
 50   4  59  2.34158e-01   1.10357e-02  -1.63006e-02   7.90977e-06
 50   4  65  2.32992e-01   1.35276e-02  -1.36261e-02   8.00558e-06
 50   4  70  2.31533e-01   1.54257e-02  -1.06020e-02   8.03142e-06
 50   4  75  2.30100e-01   1.70392e-02  -7.02766e-03   7.87591e-06
 50   4  80  2.29036e-01   1.74479e-02  -3.82821e-03   7.66670e-06
 50   4  85  2.28329e-01   1.72624e-02  -7.88353e-04   6.85913e-06
 50   4  90  2.28060e-01   1.69180e-02   2.30068e-03   6.40496e-06
 50   4  95  2.27740e-01   1.58804e-02   5.13957e-03   6.12071e-06
 50   4 100  2.27137e-01   1.47041e-02   7.78648e-03   5.85771e-06
 50   4 105  2.27214e-01   1.34876e-02   1.02618e-02   5.51992e-06
 50   4 110  2.27652e-01   1.17006e-02   1.18791e-02   5.23787e-06
 50   4 115  2.27749e-01   9.37895e-03   1.37174e-02   5.07370e-06
 50   4 119  2.27411e-01   6.31260e-03   1.50130e-02   4.83723e-06
 50   4 125  2.27048e-01   3.86826e-03   1.57150e-02   4.48299e-06
 50   4 130  2.26661e-01   1.37552e-03   1.60695e-02   4.26206e-06
 50   4 135  2.26426e-01  -1.46851e-03   1.61322e-02   3.82221e-06
 50   4 140  2.26529e-01  -4.33146e-03   1.57624e-02   3.32736e-06
 50   4 145  2.26006e-01  -6.43041e-03   1.51070e-02   3.09122e-06
 50   4 150  2.25266e-01  -8.47906e-03   1.36918e-02   2.65848e-06
 50   4 155  2.24512e-01  -1.04174e-02   1.20047e-02   2.24898e-06
 50   4 160  2.24183e-01  -1.22164e-02   9.59438e-03   1.78567e-06
 50   4 165  2.23110e-01  -1.32554e-02   7.16778e-03   1.26649e-06
 50   4 170  2.22423e-01  -1.40391e-02   5.06438e-03   3.84763e-07
 50   4 175  2.22423e-01  -1.45750e-02   2.29260e-03   1.30095e-07
 50   4 180  2.22274e-01  -1.52374e-02   1.80586e-04  -2.14716e-07
 50   5   0  2.49197e-01  -2.96085e-02  -3.39693e-04  -1.81638e-07
 50   5   5  2.51220e-01  -2.90315e-02  -5.31403e-03   1.19376e-06
 50   5  10  2.50928e-01  -2.77892e-02  -1.06552e-02   2.71306e-06
 50   5  14  2.49432e-01  -2.44985e-02  -1.43736e-02   4.18372e-06
 50   5  20  2.48113e-01  -2.04571e-02  -1.71713e-02   5.12712e-06
 50   5  25  2.47044e-01  -1.60713e-02  -2.08714e-02   5.82674e-06
 50   5  29  2.45558e-01  -1.20262e-02  -2.33530e-02   6.57096e-06
 50   5  35  2.43551e-01  -7.54843e-03  -2.39952e-02   7.94306e-06
 50   5  40  2.41602e-01  -2.49459e-03  -2.38308e-02   8.48895e-06
 50   5  45  2.40637e-01   1.98440e-03  -2.29560e-02   9.12950e-06
 50   5  50  2.39928e-01   5.67450e-03  -2.12133e-02   1.00081e-05
 50   5  55  2.38451e-01   9.12243e-03  -1.91276e-02   9.87930e-06
 50   5  59  2.36555e-01   1.16151e-02  -1.67824e-02   9.70774e-06
 50   5  65  2.35048e-01   1.42778e-02  -1.35781e-02   9.57905e-06
 50   5  70  2.33293e-01   1.61051e-02  -1.03716e-02   9.59538e-06
 50   5  75  2.31429e-01   1.73023e-02  -6.68330e-03   9.23007e-06
 50   5  80  2.29938e-01   1.72146e-02  -3.34520e-03   8.91990e-06
 50   5  85  2.29027e-01   1.69417e-02  -2.50023e-04   8.15776e-06
 50   5  90  2.28594e-01   1.64967e-02   2.72122e-03   7.63656e-06
 50   5  95  2.28018e-01   1.54993e-02   5.54836e-03   7.34409e-06
 50   5 100  2.27546e-01   1.46224e-02   8.35028e-03   7.08860e-06
 50   5 105  2.27409e-01   1.33432e-02   1.06823e-02   6.91797e-06
 50   5 110  2.27637e-01   1.14182e-02   1.22984e-02   6.76202e-06
 50   5 115  2.27531e-01   8.86514e-03   1.38433e-02   6.43784e-06
 50   5 119  2.27259e-01   5.85372e-03   1.50471e-02   5.92151e-06
 50   5 125  2.26672e-01   3.42183e-03   1.54286e-02   5.61851e-06
 50   5 130  2.26064e-01   9.40932e-04   1.57391e-02   5.12339e-06
 50   5 135  2.25745e-01  -1.71905e-03   1.57779e-02   4.61072e-06
 50   5 140  2.25849e-01  -4.48288e-03   1.55472e-02   4.15259e-06
 50   5 145  2.25348e-01  -6.53165e-03   1.48431e-02   3.69982e-06
 50   5 150  2.24407e-01  -8.48269e-03   1.31687e-02   3.07574e-06
 50   5 155  2.23590e-01  -1.02644e-02   1.14951e-02   2.60886e-06
 50   5 160  2.23389e-01  -1.17004e-02   9.00501e-03   2.07167e-06
 50   5 165  2.22731e-01  -1.27060e-02   6.82667e-03   1.49674e-06
 50   5 170  2.21878e-01  -1.34705e-02   4.82813e-03   7.12077e-07
 50   5 175  2.21963e-01  -1.38859e-02   2.20065e-03   1.15515e-07
 50   5 180  2.21825e-01  -1.45920e-02   1.23622e-04  -2.05211e-07
 50   6   0  2.59220e-01  -3.66434e-02  -3.58029e-04  -1.71275e-07
 50   6   5  2.61381e-01  -3.57467e-02  -7.38148e-03   1.50783e-06
 50   6  10  2.61524e-01  -3.38355e-02  -1.34832e-02   3.79256e-06
 50   6  14  2.59520e-01  -2.97557e-02  -1.78567e-02   5.27300e-06
 50   6  20  2.57827e-01  -2.49110e-02  -2.18785e-02   6.16115e-06
 50   6  25  2.56116e-01  -1.86595e-02  -2.68691e-02   7.43359e-06
 50   6  29  2.53899e-01  -1.33475e-02  -2.87164e-02   8.93018e-06
 50   6  35  2.50996e-01  -7.89450e-03  -2.85713e-02   9.68915e-06
 50   6  40  2.47887e-01  -2.19745e-03  -2.72046e-02   1.02556e-05
 50   6  45  2.45521e-01   2.49429e-03  -2.51419e-02   1.10355e-05
 50   6  50  2.43135e-01   6.26802e-03  -2.22481e-02   1.15543e-05
 50   6  55  2.41282e-01   9.74801e-03  -1.98180e-02   1.14208e-05
 50   6  59  2.38949e-01   1.21101e-02  -1.72573e-02   1.14300e-05
 50   6  65  2.37160e-01   1.49131e-02  -1.35169e-02   1.14094e-05
 50   6  70  2.35174e-01   1.67812e-02  -9.99456e-03   1.17125e-05
 50   6  75  2.32773e-01   1.74621e-02  -6.20584e-03   1.12091e-05
 50   6  80  2.31026e-01   1.72259e-02  -2.93303e-03   1.09965e-05
 50   6  85  2.29929e-01   1.68710e-02   3.19040e-04   9.82127e-06
 50   6  90  2.29111e-01   1.62176e-02   3.16601e-03   9.13901e-06
 50   6  95  2.28350e-01   1.52204e-02   5.98389e-03   8.77190e-06
 50   6 100  2.27863e-01   1.44857e-02   8.89594e-03   8.44750e-06
 50   6 105  2.27525e-01   1.30804e-02   1.10168e-02   8.20993e-06
 50   6 110  2.27341e-01   1.09581e-02   1.24301e-02   7.82722e-06
 50   6 115  2.27113e-01   8.30257e-03   1.37547e-02   7.15688e-06
 50   6 119  2.26836e-01   5.31839e-03   1.48768e-02   6.55801e-06
 50   6 125  2.26275e-01   2.96497e-03   1.52956e-02   6.44953e-06
 50   6 130  2.25762e-01   6.50558e-04   1.53720e-02   5.87000e-06
