# wavelength = 0.8μm
# effective radius = 10μm
# optical thickness = 5
# sza vza phi I Q U V
 50 175  70  4.46009e-01   3.48224e-03   4.29516e-03  -1.85868e-05
 50 175  75  4.46106e-01   4.14880e-03   3.47656e-03  -2.04095e-05
 50 175  80  4.48876e-01   4.60038e-03   2.67643e-03  -2.28329e-05
 50 175  85  4.51454e-01   4.87345e-03   1.76801e-03  -2.38890e-05
 50 175  90  4.53473e-01   4.89812e-03   7.25179e-04  -2.37749e-05
 50 175  95  4.56741e-01   4.91563e-03  -2.63293e-05  -2.39850e-05
 50 175 100  4.60768e-01   4.82883e-03  -9.18335e-04  -2.32225e-05
 50 175 105  4.64826e-01   4.62135e-03  -1.77561e-03  -2.28718e-05
 50 175 110  4.67748e-01   4.17471e-03  -2.46040e-03  -2.24768e-05
 50 175 115  4.71467e-01   3.47736e-03  -3.07912e-03  -2.15324e-05
 50 175 119  4.75202e-01   2.72921e-03  -3.62648e-03  -2.05110e-05
 50 175 125  4.77558e-01   2.06828e-03  -4.01334e-03  -1.83833e-05
 50 175 130  4.78476e-01   1.25651e-03  -4.19219e-03  -1.84258e-05
 50 175 135  4.81424e-01   4.29027e-04  -4.23450e-03  -1.80325e-05
 50 175 140  4.83622e-01  -2.83380e-04  -4.19644e-03  -1.64251e-05
 50 175 145  4.83645e-01  -1.08970e-03  -3.92188e-03  -1.47143e-05
 50 175 150  4.83959e-01  -1.84242e-03  -3.50224e-03  -1.26049e-05
 50 175 155  4.83083e-01  -2.29774e-03  -3.03433e-03  -1.03732e-05
 50 175 160  4.84368e-01  -2.78369e-03  -2.60030e-03  -8.76248e-06
 50 175 165  4.87687e-01  -3.42479e-03  -1.94627e-03  -7.09678e-06
 50 175 170  4.88040e-01  -3.80473e-03  -1.31420e-03  -4.69289e-06
 50 175 175  4.79923e-01  -3.50196e-03  -4.74162e-04  -2.28375e-06
 50 175 180  4.73136e-01  -3.35137e-03   4.94843e-05  -8.04756e-07
 50 174   0  4.24601e-01  -6.28874e-03   1.49781e-04  -3.72721e-07
 50 174   5  4.28156e-01  -6.04429e-03   9.74574e-04  -1.90592e-06
 50 174  10  4.32601e-01  -5.99435e-03   1.99531e-03  -5.19210e-06
 50 174  14  4.32351e-01  -5.82742e-03   3.03714e-03  -7.00678e-06
 50 174  20  4.33207e-01  -5.18744e-03   3.97661e-03  -8.40337e-06
 50 174  25  4.34760e-01  -4.35407e-03   4.65337e-03  -9.80507e-06
 50 174  29  4.36555e-01  -3.46004e-03   5.31088e-03  -1.15374e-05
 50 174  35  4.37295e-01  -2.68877e-03   5.69104e-03  -1.31975e-05
 50 174  40  4.37508e-01  -1.77543e-03   5.99750e-03  -1.51543e-05
 50 174  45  4.37379e-01  -8.63762e-04   6.16136e-03  -1.69250e-05
 50 174  50  4.38372e-01   2.56700e-04   6.16444e-03  -1.96714e-05
 50 174  55  4.39732e-01   1.34344e-03   5.98311e-03  -2.14076e-05
 50 174  59  4.41787e-01   2.19585e-03   5.52900e-03  -2.31559e-05
 50 174  65  4.43378e-01   2.90350e-03   5.08223e-03  -2.41373e-05
 50 174  70  4.44927e-01   3.45573e-03   4.46972e-03  -2.44856e-05
 50 174  75  4.45535e-01   4.09328e-03   3.66966e-03  -2.54599e-05
 50 174  80  4.48659e-01   4.58461e-03   2.84010e-03  -2.74751e-05
 50 174  85  4.51647e-01   4.86345e-03   1.99991e-03  -2.81317e-05
 50 174  90  4.54199e-01   4.93817e-03   8.97641e-04  -2.78702e-05
 50 174  95  4.58092e-01   4.95011e-03   1.00299e-04  -2.79212e-05
 50 174 100  4.62692e-01   4.86127e-03  -7.69786e-04  -2.70472e-05
 50 174 105  4.67270e-01   4.64045e-03  -1.61324e-03  -2.63308e-05
 50 174 110  4.70619e-01   4.20806e-03  -2.34277e-03  -2.57259e-05
 50 174 115  4.74548e-01   3.47989e-03  -2.96665e-03  -2.44689e-05
 50 174 119  4.78689e-01   2.73572e-03  -3.50955e-03  -2.32580e-05
 50 174 125  4.81846e-01   2.13639e-03  -3.85397e-03  -2.10426e-05
 50 174 130  4.83087e-01   1.33905e-03  -4.03936e-03  -2.06924e-05
 50 174 135  4.86071e-01   5.40803e-04  -4.09913e-03  -2.02272e-05
 50 174 140  4.89181e-01  -1.79669e-04  -4.04910e-03  -1.89001e-05
 50 174 145  4.90336e-01  -9.71044e-04  -3.75580e-03  -1.72348e-05
 50 174 150  4.90822e-01  -1.67051e-03  -3.30969e-03  -1.51775e-05
 50 174 155  4.92069e-01  -2.14061e-03  -2.88591e-03  -1.29746e-05
 50 174 160  4.92332e-01  -2.59435e-03  -2.47428e-03  -9.94959e-06
 50 174 165  4.95152e-01  -3.15808e-03  -1.86891e-03  -8.25418e-06
 50 174 170  4.94019e-01  -3.53218e-03  -1.24685e-03  -5.75571e-06
 50 174 175  4.86104e-01  -3.21689e-03  -4.20606e-04  -2.56888e-06
 50 174 180  4.80532e-01  -3.11297e-03   5.85551e-05  -8.23038e-07
 50 173   0  4.22378e-01  -6.46656e-03   1.38841e-04  -3.64245e-07
 50 173   5  4.25611e-01  -6.21653e-03   9.78218e-04  -2.09861e-06
 50 173  10  4.29593e-01  -6.17541e-03   2.00412e-03  -5.59483e-06
 50 173  14  4.29162e-01  -6.03706e-03   3.05794e-03  -8.00954e-06
 50 173  20  4.29443e-01  -5.40692e-03   4.04370e-03  -9.88354e-06
 50 173  25  4.30904e-01  -4.61293e-03   4.75211e-03  -1.16550e-05
 50 173  29  4.32801e-01  -3.67374e-03   5.44504e-03  -1.35984e-05
 50 173  35  4.33711e-01  -2.88145e-03   5.79213e-03  -1.54893e-05
 50 173  40  4.33818e-01  -1.94992e-03   6.10634e-03  -1.78882e-05
 50 173  45  4.33514e-01  -9.94344e-04   6.27921e-03  -2.08209e-05
 50 173  50  4.35021e-01   1.32066e-04   6.30131e-03  -2.36065e-05
 50 173  55  4.36633e-01   1.28460e-03   6.12529e-03  -2.52536e-05
 50 173  59  4.39122e-01   2.13378e-03   5.68677e-03  -2.67760e-05
 50 173  65  4.41782e-01   2.87336e-03   5.23562e-03  -2.80255e-05
 50 173  70  4.43590e-01   3.42185e-03   4.64471e-03  -2.90376e-05
 50 173  75  4.44661e-01   4.04362e-03   3.84769e-03  -3.00576e-05
 50 173  80  4.48297e-01   4.55505e-03   2.98864e-03  -3.11196e-05
 50 173  85  4.51461e-01   4.85529e-03   2.15144e-03  -3.17117e-05
 50 173  90  4.55103e-01   4.97033e-03   1.06406e-03  -3.17875e-05
 50 173  95  4.59459e-01   4.97739e-03   2.22089e-04  -3.17191e-05
 50 173 100  4.64486e-01   4.88152e-03  -6.46529e-04  -3.09907e-05
 50 173 105  4.69559e-01   4.65914e-03  -1.45810e-03  -3.02166e-05
 50 173 110  4.73366e-01   4.24427e-03  -2.20672e-03  -2.95979e-05
 50 173 115  4.77846e-01   3.50574e-03  -2.85222e-03  -2.85319e-05
 50 173 119  4.82259e-01   2.75932e-03  -3.40047e-03  -2.74168e-05
 50 173 125  4.86297e-01   2.18988e-03  -3.66955e-03  -2.51945e-05
 50 173 130  4.87636e-01   1.43289e-03  -3.85936e-03  -2.34749e-05
 50 173 135  4.91063e-01   6.38457e-04  -3.93798e-03  -2.26401e-05
 50 173 140  4.94695e-01  -8.26588e-05  -3.89254e-03  -2.15956e-05
 50 173 145  4.97143e-01  -8.40370e-04  -3.56626e-03  -1.99278e-05
 50 173 150  4.97872e-01  -1.50624e-03  -3.15780e-03  -1.78018e-05
 50 173 155  5.01764e-01  -1.95622e-03  -2.73110e-03  -1.56166e-05
 50 173 160  5.00721e-01  -2.36919e-03  -2.34541e-03  -1.25146e-05
 50 173 165  5.02350e-01  -2.86976e-03  -1.77764e-03  -9.49556e-06
 50 173 170  5.00990e-01  -3.18556e-03  -1.15214e-03  -6.87493e-06
 50 173 175  4.92229e-01  -2.90559e-03  -3.70306e-04  -2.81428e-06
 50 173 180  4.88566e-01  -2.85076e-03   6.05450e-05  -8.68201e-07
 50 172   0  4.20408e-01  -6.64298e-03   1.32444e-04  -3.75384e-07
 50 172   5  4.23357e-01  -6.39054e-03   1.00255e-03  -2.44431e-06
 50 172  10  4.27112e-01  -6.34608e-03   2.05488e-03  -6.00924e-06
 50 172  14  4.26752e-01  -6.19046e-03   3.11621e-03  -8.33148e-06
 50 172  20  4.27205e-01  -5.55386e-03   4.08997e-03  -1.05299e-05
 50 172  25  4.29095e-01  -4.77705e-03   4.84593e-03  -1.32281e-05
 50 172  29  4.30319e-01  -3.87067e-03   5.59578e-03  -1.54966e-05
 50 172  35  4.30173e-01  -3.09652e-03   5.95432e-03  -1.77856e-05
 50 172  40  4.29841e-01  -2.16145e-03   6.24047e-03  -2.12459e-05
 50 172  45  4.29676e-01  -1.12009e-03   6.42878e-03  -2.45902e-05
 50 172  50  4.31535e-01  -7.30418e-06   6.45063e-03  -2.71320e-05
 50 172  55  4.33437e-01   1.19791e-03   6.28357e-03  -2.87123e-05
 50 172  59  4.36787e-01   2.07038e-03   5.86101e-03  -3.03051e-05
 50 172  65  4.40138e-01   2.83962e-03   5.39027e-03  -3.19323e-05
 50 172  70  4.42099e-01   3.38779e-03   4.80102e-03  -3.31100e-05
 50 172  75  4.43333e-01   4.01513e-03   4.02895e-03  -3.41944e-05
 50 172  80  4.47662e-01   4.55840e-03   3.16068e-03  -3.48314e-05
 50 172  85  4.51410e-01   4.87699e-03   2.28893e-03  -3.53290e-05
 50 172  90  4.55515e-01   4.99824e-03   1.26092e-03  -3.59251e-05
 50 172  95  4.60604e-01   4.99241e-03   3.54218e-04  -3.61811e-05
 50 172 100  4.65958e-01   4.90068e-03  -5.04347e-04  -3.55289e-05
 50 172 105  4.71721e-01   4.66810e-03  -1.28257e-03  -3.46293e-05
 50 172 110  4.76089e-01   4.28708e-03  -2.03511e-03  -3.41889e-05
 50 172 115  4.81177e-01   3.55371e-03  -2.71746e-03  -3.32384e-05
 50 172 119  4.85790e-01   2.84128e-03  -3.22283e-03  -3.18644e-05
 50 172 125  4.90528e-01   2.22728e-03  -3.50776e-03  -2.97845e-05
 50 172 130  4.92932e-01   1.54426e-03  -3.66296e-03  -2.75779e-05
 50 172 135  4.96575e-01   7.14674e-04  -3.75545e-03  -2.57933e-05
 50 172 140  5.01086e-01   2.00295e-05  -3.65958e-03  -2.44812e-05
 50 172 145  5.03812e-01  -7.18124e-04  -3.37099e-03  -2.27379e-05
 50 172 150  5.06466e-01  -1.34580e-03  -2.98574e-03  -2.05305e-05
 50 172 155  5.10817e-01  -1.72585e-03  -2.61872e-03  -1.79978e-05
 50 172 160  5.09008e-01  -2.13335e-03  -2.20313e-03  -1.50966e-05
 50 172 165  5.09291e-01  -2.56075e-03  -1.64703e-03  -1.09293e-05
 50 172 170  5.08240e-01  -2.81034e-03  -1.04830e-03  -7.94830e-06
 50 172 175  4.97597e-01  -2.59001e-03  -3.58859e-04  -3.60220e-06
 50 172 180  4.98107e-01  -2.57209e-03   5.33159e-05  -9.23431e-07
 50 171   0  4.18453e-01  -6.82177e-03   1.24915e-04  -4.04763e-07
 50 171   5  4.21207e-01  -6.55576e-03   1.02682e-03  -2.81056e-06
